"","i_qp_.stars","i_qp_.amidine","i_qp_.rotor","i_qp_.rtvFG","i_qp_CNS","r_qp_dipole","r_qp_SASA","r_qp_FOSA","r_qp_FISA","r_qp_PISA","r_qp_WPSA","r_qp_volume","r_qp_donorHB","r_qp_accptHB","r_qp_dip.2.V","r_qp_ACxDN..5.SA","r_qp_glob","r_qp_QPpolrz","r_qp_QPlogPC16","r_qp_QPlogPoct","r_qp_QPlogPw","r_qp_QPlogPo.w","r_qp_QPlogS","r_qp_CIQPlogS","r_qp_QPlogHERG","r_qp_QPPCaco","r_qp_QPlogBB","r_qp_QPPMDCK","r_qp_QPlogKp","r_qp_IP.eV.","r_qp_EA.eV.","X.metabol","r_qp_QPlogKhsa","i_qp_HumanOralAbsorption","r_qp_PercentHumanOralAbsorption","r_qp_SAfluorine","r_qp_SAamideO","r_qp_PSA","i_qp_RuleOfFive","i_qp_RuleOfThree","r_qp_Jm"
"230",1,0,3,0,1,4.498,491.046,466.085,24.961,0,0,847.582,1,2.5,0.0238677,0.0050912,0.8820584,25.84,6.572,10.58,5.35,2.661,-3.379,-1.816,-2.066,4468.376,0.169,3273.008,-1.692,9.557,-1.424,1,-0.003,3,100,0,13.699,29.878,0,0,1.79662193974072
"231",1,0,3,0,1,4.498,491.046,466.085,24.961,0,0,847.214,1,2.5,0.0238782,0.0050912,0.8818033,25.825,6.567,10.574,5.35,2.658,-3.379,-1.816,-2.07,4468.384,0.169,3273.016,-1.692,9.557,-1.424,1,-0.004,3,100,0,13.699,29.878,0,0,1.79665217056029
"232",1,0,3,0,1,4.845,496.673,460.657,36.016,0,0,854.839,1,2.5,0.0274655,0.0050335,0.8770356,26.13,6.692,10.774,6.126,2.62,-3.172,-1.816,-2.147,2960.184,0.071,2521.353,-1.895,9.586,-1.386,1,0.015,3,100,0,22.995,33.849,0,0,1.80936704335034
"233",1,0,3,0,1,4.864,471.419,443.885,27.533,0,0,834.612,1,2.5,0.0283488,0.0053031,0.9093861,25.321,6.64,10.542,5.729,2.543,-2.845,-1.816,-1.624,3817.263,0.161,3080.255,-1.739,9.587,-1.423,1,-0.032,3,100,0,19.228,32.201,0,0,5.50562930729261
"234",1,0,3,0,1,4.847,490.493,454.679,35.814,0,0,846.886,1,2.5,0.0277447,0.0050969,0.8825703,25.812,6.645,10.679,6.101,2.56,-3.066,-1.816,-2.058,2980.05,0.076,2533.424,-1.892,9.577,-1.397,1,-0.005,3,100,0,22.871,33.693,0,0,2.33313919050916
"235",7,0,3,1,-2,3.227,252.448,46.99,205.458,0,0,347.656,2,3.2,0.0299445,0.0179264,0.9471677,5.833,3.317,6.492,7.143,-0.707,0.174,-0.33,-0.579,28.258,-1.144,13.325,-5.018,10.456,-0.976,1,-1.109,2,48.778,0,0,92.595,0,0,1.30442166599455
"236",0,0,4,1,-2,8.905,506.89,223.541,166.945,116.404,0,858.152,0,4.5,0.0924152,0,0.8615776,26.732,8.158,12.262,6.416,2.203,-2.815,-3.134,-2.519,65.518,-1.177,33.068,-3.802,8.729,1.081,1,-0.425,3,72.352,0,0,92.875,0,0,0.0630284623597509
"237",4,0,10,0,-2,10.708,660.092,401.67,258.422,0,0,1248.039,4.25,12.65,0.0918785,0.0395076,0.8492705,37.372,12.592,26.704,25.414,-3.063,1.128,0.872,0.8,2.046,-2.029,3.266,-7.385,9.114,-0.793,9,-1.926,1,0,0,79.319,195.394,2,2,0.22895778087906
"238",4,0,10,0,-2,7.957,694.026,442.294,251.732,0,0,1282.893,4.25,12.65,0.0493532,0.0375759,0.8227149,38.766,12.874,26.483,25.461,-2.875,0.683,0.872,0.371,2.361,-2.12,3.824,-7.261,9.355,-0.545,9,-1.908,1,0,0,79.469,196.325,2,2,0.109157524633531
"239",0,0,5,1,0,4.969,568.478,405.352,34.711,128.415,0,991.478,0,4.5,0.0249013,0,0.8458767,31.541,8.56,12.332,7.367,2.857,-2.996,-3,-3.264,2942.771,-0.061,2600.231,-1.227,8.927,-0.128,2,-0.241,3,100,0,24.872,47.025,0,0,17.3063170013123
"240",6,0,1,0,1,1.748,356.94,322.926,34.013,0,0,604.024,1,1.7,0.0050601,0.0047627,0.9681438,17.377,4.957,7.179,3.728,2.085,-1.998,-1.591,-2.047,4713.608,0.261,2643.415,-2.05,10.915,-2.942,1,-0.104,3,100,0,0,19.582,0,0,13.649338526558
"241",6,0,1,0,1,1.747,356.838,322.884,33.954,0,0,603.943,1,1.7,0.0050508,0.0047641,0.9683342,17.374,4.958,7.178,3.727,2.085,-1.997,-1.591,-2.044,4719.695,0.262,2647.105,-2.049,10.916,-2.943,1,-0.104,3,100,0,0,19.572,0,0,13.7403335118878
"242",1,0,8,1,1,2.281,693.978,145.089,49.281,499.607,0,1327.366,1,4,0.0039184,0.0057639,0.841679,46.602,14.61,19.177,8.763,5.68,-4.926,-5.931,-7.203,842.295,0.016,454.637,-1.962,8.196,-0.118,5,1.127,3,100,0,0,46.361,1,0,0.0514972020949878
"243",1,0,8,1,1,4.686,697.343,139.796,58.092,499.455,0,1336.862,1,4,0.016429,0.0057361,0.8416082,46.98,14.755,19.528,8.83,5.679,-4.987,-5.931,-7.203,694.886,-0.067,369.281,-2.125,8.165,-0.073,5,1.153,3,100,0,0,47.967,1,0,0.0307529343119233
"244",1,0,7,0,1,5.853,727.659,339.734,37.296,219.377,131.252,1252.581,1,3.5,0.0273508,0.0048099,0.7722787,41.575,11.161,17.311,8.099,5.55,-7.029,-5.626,-4.889,3049.48,0.047,10000,-0.762,9.258,0.312,5,0.723,1,100,131.252,19.849,55.251,1,1,0.00616209084050015
"245",0,0,11,0,0,11.967,771.633,267.365,128.01,245.612,130.646,1343.874,2,8.95,0.1065594,0.0164032,0.7632385,42.91,14.921,23.595,13.482,3.205,-4.549,-4.376,-7.261,150.966,-0.845,368.445,-4.02,8.542,0.908,4,0,3,84.708,0,0,84.778,0,0,0.00120672713281147
"246",1,0,6,0,-1,9.991,699.142,7.167,153.853,332.144,205.977,1224.584,2,6.5,0.0815053,0.0131481,0.7917577,42.173,12.187,22.583,12.788,4.728,-6.495,-6.849,-4.678,87.2,-0.929,605.278,-2.609,9.707,1.395,5,0.219,1,89.36,205.977,0,114.065,0,1,0.000357139267238203
"247",0,0,8,1,-2,5.69,732.333,269.129,156.315,265.013,41.876,1287.244,1,5.75,0.0251511,0.0078516,0.7814427,42.756,13.771,19.148,9.726,3.802,-5.128,-4.874,-7.058,81.37,-1.124,61.655,-4.761,9.263,1.311,5,0.633,3,83.403,0,0,98.368,0,0,5.19148578680122e-05
"248",0,0,8,1,-2,7.578,761.135,288.459,154.259,274.89,43.527,1302.353,1,5.75,0.0440922,0.0075545,0.7577442,43.455,14.094,19.556,9.849,3.92,-5.651,-4.874,-7.489,85.107,-1.204,66.083,-4.689,9.224,1.284,5,0.664,3,84.44,0,0,99.301,0,0,1.83945044398892e-05
"249",0,0,3,1,1,2.876,695.974,384.11,116.45,128.09,67.324,1237.97,1,8.5,0.006682,0.0122131,0.8011467,42.687,11.541,20.303,12.256,2.548,-4.36,-3.782,-6.087,194.314,-0.263,217.766,-4.989,9.22,1.283,1,0.156,3,82.824,46.909,0,96.464,0,0,0.000181031597438946
"250",1,0,10,0,1,1.852,694.062,388.949,0.346,304.768,0,1298.338,0,4.7,0.0026428,0,0.829262,42.295,12.417,15.886,5.888,5.304,-4.061,-4.389,-6.474,2451.99,0.356,1442.956,-1.555,8.188,-0.294,5,0.705,3,100,0,0,12.87,1,0,0.88734271465485
"251",1,0,10,0,-2,2.2,720.927,385.14,0,335.787,0,1326.587,0,4.7,0.0036477,0,0.8098989,43.722,12.927,16.376,6.162,5.143,-4.57,-4.57,-6.936,2470.586,-1.186,1454.789,-1.439,8.215,-0.06,5,0.787,3,100,0,0,14.241,1,0,0.35863518749383
"252",2,0,10,0,1,0.633,673.422,371.682,3.011,298.729,0,1264.203,0,4.7,0.0003168,0,0.8396314,40.871,12.077,15.388,5.816,5.056,-3.67,-4.389,-6.278,2313.397,0.331,1355.005,-1.625,8.254,-0.256,5,0.606,3,100,0,0,13.373,1,0,1.85713440696185
"253",1,0,10,0,1,1.235,699.782,370.309,2.408,327.065,0,1294.987,0,4.7,0.0011769,0,0.8210684,42.374,12.57,15.905,6.068,5.294,-4.17,-4.389,-6.713,2344.045,0.336,1374.419,-1.514,8.124,-0.284,5,0.695,3,100,0,0,13.604,1,0,0.759021356393091
"254",0,0,4,2,-2,9.682,683.191,172.137,179.704,284.536,46.813,1198.354,1.25,7.75,0.0782188,0.0126828,0.798632,41.953,12.628,21.396,13.12,2.795,-5.424,-5.13,-6.147,195.779,-1.441,153.206,-3.445,8.802,0.626,1,0.173,3,84.327,46.813,0,117.777,0,0,0.000536748412863119
"255",0,0,4,2,-2,10.264,683.787,171.971,180.196,284.809,46.811,1197.19,1.25,7.75,0.0880043,0.0126717,0.7974187,41.909,12.625,21.512,13.126,2.784,-5.435,-5.13,-6.168,193.688,-1.452,151.433,-3.453,8.903,0.662,1,0.169,3,84.178,46.811,0,117.697,0,0,0.000514617398503449
"256",0,0,5,3,-2,6.335,623.669,338.976,171.844,112.849,0,1163.157,0,6.5,0.0344975,0,0.8576356,38.263,11.055,16.648,8.456,2.661,-3.818,-4.96,-4.374,232.434,-1.295,102.187,-3.809,8.675,0.793,7,0.044,2,84.878,0,0,138.558,0,1,0.00916031481624793
"257",0,0,5,3,-2,4.797,626.422,362.399,150.77,113.253,0,1171.352,0,6.5,0.0196475,0,0.8578729,38.595,10.984,16.461,8.322,2.861,-3.87,-4.96,-4.372,368.251,-1.104,168.036,-3.419,8.5,0.644,7,0.067,3,89.624,0,0,138.852,0,1,0.0199325525231719
"258",2,0,2,0,1,4.386,467.864,12.097,49.765,224.582,181.42,765.884,0,3,0.025114,0,0.8652755,25.357,8.456,10.604,5.288,3.441,-3.978,-4.171,-4.783,3341.803,0.445,10000,-1.454,9.487,1.026,0,-0.046,3,100,0,0,29.704,0,0,1.01732222906023
"259",0,0,4,0,0,5.287,554.457,325.208,103.765,58.952,66.534,970.473,2.5,6.25,0.0287981,0.017823,0.8549732,30.679,9.42,17.281,11.119,1.701,-2.649,-2.358,-4.886,256.331,-0.062,290.861,-4.903,8.505,0.106,2,-0.095,3,80.02,0,0,72.942,0,0,0.00870407336110552
"260",0,0,4,0,0,5.277,564.292,335.444,103.647,58.667,66.534,976.352,2.5,6.25,0.0285172,0.0175124,0.8434622,30.911,9.436,17.322,11.14,1.726,-2.804,-2.358,-5.071,256.988,-0.087,291.667,-4.902,8.506,0.109,2,-0.092,3,80.187,0,0,73.06,0,0,0.00610335870770172
"261",0,1,4,0,-2,4.286,545.71,223.101,282.489,39.153,0.967,945.171,2,8.5,0.0194309,0.0220279,0.8535134,29.477,9.713,17.738,13.64,-0.206,-2.86,-3.043,-4.089,20.752,-2.26,7.596,-8.266,8.844,1.697,2,-0.496,2,49.31,0,0,159.592,0,1,2.49466072219483e-06
"262",8,0,4,0,-1,3.144,278.98,93.091,164.187,0,21.703,396.842,2,4,0.024915,0.0202769,0.9361301,7.159,3.632,7.163,10.002,-2.73,1.718,0.653,-1.484,0.691,-0.475,11.444,-6.224,8.727,0.409,3,-1.121,1,8.085,0,0,69.284,0,1,3.91119944625645
"263",0,0,4,0,-1,4.664,662.169,333.697,118.703,209.769,0,1120.412,1,5.75,0.0194166,0.0086836,0.7878582,38.12,11.168,17.084,9.793,3.197,-5.45,-4.817,-5.965,741.714,-0.953,358.172,-2.584,8.984,0.37,4,0.354,3,100,0,0,95.181,0,0,0.00239440742465241
"264",0,0,1,0,0,3.059,397.219,0,78.978,268.861,49.38,639.71,2,2,0.0146266,0.0071206,0.9039065,21.373,7.478,11.107,7.737,2.163,-2.658,-3.112,-4.369,1765.827,-0.02,1705.207,-1.932,8.113,0.84,1,-0.163,3,100,0,0,37.532,0,0,5.14417707949395
"265",3,0,4,1,-1,2.979,339.385,171.544,167.841,0,0,535.523,4,8.5,0.0165706,0.0500906,0.9397032,12.709,5.565,14.239,15.026,-1.49,-0.947,-0.369,-2.508,253.667,-0.945,112.313,-4.229,10.786,-2.323,3,-0.837,2,61.254,0,0,93.935,0,0,1.0941825106241
"266",3,0,4,1,-2,5.575,343.835,168.812,175.023,0,0,539.624,4,8.5,0.0575878,0.0494423,0.932271,12.873,5.579,14.881,15.085,-1.542,-0.967,-0.369,-2.628,216.849,-1.02,94.802,-4.361,10.543,-1.971,3,-0.853,2,59.732,0,0,95.352,0,0,0.771258712600265
"267",0,0,8,0,-2,7.323,605.018,235.074,304.677,63.611,1.656,1054.483,6,8.75,0.0508509,0.0354254,0.8281134,31.517,11.952,24.795,19.322,-0.342,-2.937,-3.49,-4.617,12.783,-2.877,4.539,-6.143,8.306,0.713,3,-0.573,2,31.788,0,0,153.055,1,1,0.000294159477577735
"268",0,0,8,0,-2,7.344,607.906,235.016,303.949,67.295,1.645,1057.415,6,8.75,0.0510023,0.0352572,0.8257067,31.67,11.998,24.845,19.35,-0.322,-2.975,-3.49,-4.673,12.988,-2.887,4.617,-6.116,8.289,0.712,3,-0.572,2,32.035,0,0,152.692,1,1,0.000286504095212084
"269",0,0,8,0,-2,7.184,608.639,235.302,305.65,66.03,1.658,1058.608,6,8.75,0.0487582,0.0352147,0.8253321,31.705,12.012,24.832,19.354,-0.329,-2.985,-3.49,-4.673,12.515,-2.906,4.436,-6.152,8.333,0.705,3,-0.571,2,31.703,0,0,153.333,1,1,0.000257996748947581
"270",0,0,5,3,0,7.946,684.332,421.802,83.514,179.016,0,1321.485,0,7.25,0.0477745,0,0.8510203,45.231,12.307,19.384,9.19,4.017,-4.575,-5.454,-4.796,1599.323,-0.507,821.828,-1.948,9.351,1.037,4,0.303,3,100,0,0,101.973,0,0,0.128454727526901
"271",0,0,5,3,0,7.769,700.043,434.222,85.574,180.247,0,1337.412,0,7.25,0.0451243,0,0.8385919,45.88,12.479,19.544,9.25,4.108,-4.873,-5.454,-5.003,1528.977,-0.549,782.827,-1.982,9.342,1.025,4,0.349,3,100,0,0,103.97,0,0,0.0598963042719777
"272",0,0,5,3,0,8.137,738.937,474.815,84.136,179.986,0,1375.206,0,7.25,0.0481457,0,0.8093496,47.39,12.869,19.995,9.332,4.365,-5.61,-5.454,-5.475,1577.75,-0.594,809.852,-1.956,9.325,1.005,4,0.459,3,100,0,0,108.153,0,0,0.0116395645711927
"273",0,0,1,0,0,1.099,517.745,96.262,103.619,273.799,44.065,889.688,1.5,5,0.0013586,0.0118277,0.8640533,31.424,9.201,15.382,10.449,2.511,-4.02,-3.951,-5.038,1031.055,-0.314,891.444,-2.369,8.137,0.38,3,0.057,3,95.579,44.065,0,63.977,0,0,0.115858894592721
"274",0,0,6,0,1,1.574,594.662,410.404,24.028,160.23,0,1062.594,1,2.75,0.0023326,0.0046245,0.8468502,34.049,9.62,13.398,5.253,4.288,-3.911,-3.253,-5.5,1461.992,0.377,825.118,-2.884,9.095,-0.335,3,0.728,3,100,0,0,22.601,0,0,0.0460913313985682
"275",0,0,6,0,1,1.476,596.351,413.928,24.603,157.82,0,1062.093,1,2.75,0.0020523,0.0046114,0.8441861,34.006,9.597,13.369,5.245,4.277,-3.941,-3.253,-5.532,1443.739,0.37,813.988,-2.904,9.094,-0.285,3,0.726,3,100,0,0,22.512,0,0,0.0410988759237815
"276",3,0,4,0,-2,3.955,305.031,55.368,249.663,0,0,453.801,3,4,0.0344642,0.0227131,0.9362622,9.439,4.973,9.857,9.603,-3.887,-0.685,0.345,0.325,0.68,-1.178,0.334,-7.799,10.135,-0.749,4,-1.196,1,1.186,0,0,123.923,0,1,0.00364920428947319
"277",8,0,2,0,-1,3.861,262.741,106.49,156.25,0,0,371.604,3,3,0.0401127,0.0197767,0.9513878,7.433,3.544,8.328,8.322,-2.959,0.266,0.662,-1.237,20.638,-0.309,10.496,-6.27,9.946,-1.063,3,-1.048,2,33.147,0,0,75.239,0,1,0.145596706560175
"278",1,0,4,0,-2,3.212,376.245,207.524,168.72,0,0,573.41,2,4.5,0.0179885,0.0169144,0.8871661,14.225,4.999,9.625,10.749,-0.283,-0.11,-0.091,-0.176,33.95,-1.107,31.711,-4.245,9.795,-0.918,1,-1.21,2,52.69,0,33.754,91.362,0,0,6.41008502863243
"279",0,0,4,0,-2,6.548,574.153,237.515,259.874,19.449,57.315,973.301,3,4,0.0440488,0.0120668,0.8272482,30.415,10.234,17.484,10.472,1.775,-4.603,-3.737,-4.42,34.003,-2.069,26.367,-5.856,8.587,0.77,2,0.173,2,51.793,0,0,143.798,1,0,1.08239592735801e-05
"280",1,0,2,0,-1,3.665,399.383,0,160.982,107.025,131.376,627.204,1,4.2,0.0214139,0.0105162,0.8872539,18.685,6.987,10.473,7.71,1.021,-2.483,-2.811,-3.867,294.65,-0.598,692.485,-3.917,9.161,1.235,0,-0.498,3,77.117,0,0,80.015,0,0,0.0918886982759853
"281",1,0,2,0,-1,2.752,395.591,0,165.906,98.324,131.361,622.605,1,4.2,0.0121641,0.010617,0.891375,18.417,6.947,10.272,7.675,0.951,-2.421,-2.811,-3.759,264.615,-0.627,616.396,-4.039,9.178,1.242,0,-0.507,3,75.872,0,0,80.126,0,0,0.0801148182138063
"282",0,0,3,1,0,8.025,486.703,155.61,69.736,261.357,0,813.454,0,3.75,0.0791751,0,0.8658769,26.97,8.068,11.549,6.174,2.244,-2.988,-2.813,-4.949,2160.678,-0.237,1137.633,-1.596,9.372,0.468,2,-0.151,3,100,0,0,48.56,0,0,5.99611877140852
"283",0,0,3,1,0,7.511,483.51,155.52,69.831,258.159,0,808.662,0,3.75,0.0697673,0,0.8681691,26.748,8.011,11.343,6.146,2.239,-2.928,-2.813,-4.896,2156.235,-0.235,1135.105,-1.609,9.377,0.456,2,-0.165,3,100,0,0,48.718,0,0,6.68922180643102
"284",0,0,6,1,-1,8.52,508.409,198.505,120.938,89.41,99.556,882.881,1,4.75,0.0822169,0.0093429,0.8754274,26.18,8.889,13.719,7.228,3.02,-3.354,-3.845,-2.167,178.913,-0.606,343.835,-2.857,9.341,0.522,3,-0.285,3,84.943,0,0,81.221,0,0,0.18635803010054
"285",0,0,3,0,2,3.175,559.015,331.657,81.014,146.344,0,1022.088,2,6.4,0.0098619,0.0161909,0.8778095,34.221,9.867,17.437,11.182,1.521,-1.347,-1.635,-5.659,105.061,0.479,53.016,-6.334,8.486,-0.223,3,0.078,2,72.034,0,0,52.149,0,0,0.00679558495543004
"286",0,0,3,0,2,3.008,552.6,323.515,82.477,146.608,0,1013.596,2,6.4,0.0089288,0.0163789,0.8830747,33.884,9.822,17.327,11.179,1.465,-1.245,-1.635,-5.575,101.758,0.475,51.217,-6.36,8.48,-0.229,3,0.062,2,71.453,0,0,50.921,0,0,0.00810906172448692
"287",0,0,3,0,2,3.593,546.395,334.895,66.541,144.959,0,1021.724,2,6.4,0.0126318,0.0165649,0.8978709,34.193,9.838,17.453,11.044,1.634,-1.146,-1.635,-5.328,144.108,0.629,74.602,-6.072,8.397,-0.281,3,0.094,3,75.151,0,0,52.053,0,0,0.0197628616923701
"288",0,0,3,0,2,3.422,540.24,326.711,68.531,144.999,0,1012.193,2,6.4,0.0115695,0.0167536,0.9024436,33.812,9.787,17.324,11.043,1.567,-1.048,-1.635,-5.254,137.982,0.619,71.18,-6.109,8.275,-0.463,3,0.074,2,74.418,0,0,50.835,0,0,0.0227556715333917
"289",0,0,3,0,2,1.633,556.471,333.064,76.856,146.551,0,1021.196,2,6.4,0.0026102,0.0162649,0.8813093,34.188,9.845,17.316,11.149,1.548,-1.307,-1.635,-5.604,115.046,0.52,58.482,-6.257,8.406,-0.227,3,0.079,2,72.895,0,0,50.715,0,0,0.00892049938324616
"290",1,0,3,0,2,0.92,549.844,324.708,78.594,146.542,0,1012.432,2,6.4,0.0008352,0.016461,0.8868223,33.837,9.799,17.191,11.145,1.487,-1.201,-1.635,-5.515,110.763,0.513,56.133,-6.289,8.229,-0.449,3,0.062,2,72.246,0,0,49.383,0,0,0.0105763989011891
"291",0,0,3,0,2,2.889,554.621,329.73,78.521,146.37,0,1013.333,2,6.4,0.0082373,0.0163192,0.8797054,33.871,9.776,17.282,11.155,1.487,-1.277,-1.635,-5.629,110.939,0.503,56.229,-6.288,8.508,-0.2,3,0.059,2,72.257,0,0,50.878,0,0,0.00888623629375548
"292",0,0,3,0,2,2.926,551.796,324.187,81.254,146.356,0,1009.933,2,6.4,0.0084761,0.0164027,0.8822289,33.735,9.774,17.258,11.167,1.45,-1.232,-1.635,-5.588,104.513,0.484,52.717,-6.339,8.501,-0.205,3,0.052,2,71.574,0,0,50.201,0,0,0.00877957649920936
"293",0,0,3,0,2,3.671,541.125,332.389,63.796,144.939,0,1012.264,2,6.4,0.0133133,0.0167262,0.9010103,33.815,9.747,17.321,11.013,1.599,-1.062,-1.635,-5.277,153.009,0.656,79.595,-6.022,8.406,-0.261,3,0.073,3,75.408,0,0,49.476,0,0,0.0269218213602882
"294",0,0,3,0,2,3.733,536.291,324.82,66.962,144.509,0,1005.476,2,6.4,0.0138598,0.016877,0.9050629,33.539,9.725,17.257,11.02,1.539,-0.985,-1.635,-5.21,142.791,0.635,73.865,-6.082,8.399,-0.271,3,0.06,2,74.52,0,0,48.909,0,0,0.0279760456678236
"295",0,0,3,0,1,2.253,587.948,350.922,90.377,146.649,0,1049.347,2,6.4,0.0048352,0.0153942,0.8493874,35.315,10.1,17.713,11.318,1.6,-1.816,-1.635,-6.121,85.635,0.345,42.504,-6.506,8.428,-0.201,3,0.123,3,70.902,0,0,49.406,0,0,0.00155635424628079
"296",0,0,3,0,2,2.482,549.904,326.187,77.079,146.638,0,1009.729,2,6.4,0.0061004,0.0164592,0.8851459,33.729,9.757,17.212,11.136,1.48,-1.201,-1.635,-5.542,114.487,0.524,58.175,-6.261,8.421,-0.209,3,0.054,2,72.461,0,0,48.607,0,0,0.0112622190520492
"297",0,0,3,0,2,3.589,551.22,326.425,78.319,146.476,0,1009.585,2,6.4,0.0127598,0.0164199,0.8829482,33.722,9.754,17.3,11.146,1.469,-1.223,-1.635,-5.577,111.431,0.51,56.498,-6.284,8.476,-0.239,3,0.052,2,72.184,0,0,50.215,0,0,0.0101671053754313
"298",0,0,3,0,2,2.541,549.756,320.605,82.226,146.924,0,1007.626,2,6.4,0.0064093,0.0164636,0.8841551,33.648,9.772,17.21,11.172,1.432,-1.199,-1.635,-5.559,102.318,0.478,51.521,-6.355,8.52,-0.189,3,0.048,2,71.302,0,0,50.191,0,0,0.00912317840953564
"299",0,0,3,0,2,3.286,540.026,331.381,63.433,145.213,0,1008.867,2,6.4,0.0107008,0.0167603,0.9008241,33.681,9.715,17.236,11.009,1.581,-1.044,-1.635,-5.282,154.23,0.659,80.282,-6.014,8.431,-0.244,3,0.065,3,75.366,0,0,50.102,0,0,0.028523684266451
"300",0,0,3,0,2,3.286,537.532,324.381,67.971,145.18,0,1006.057,2,6.4,0.0107296,0.016838,0.9033218,33.569,9.733,17.225,11.034,1.535,-1.005,-1.635,-5.241,139.678,0.624,72.126,-6.098,8.421,-0.255,3,0.06,2,74.324,0,0,50.189,0,0,0.0257588767774733
"301",0,0,3,0,2,4.208,546.187,320.185,77.983,148.019,0,1007.845,2,6.4,0.017566,0.0165712,0.8900615,33.667,9.778,17.369,11.142,1.468,-1.142,-1.635,-5.469,112.25,0.523,56.947,-6.272,8.197,-0.475,3,0.054,2,72.238,0,0,51.661,0,0,0.0125624176987703
"302",0,0,3,0,2,4.067,546.976,329.221,69.749,148.007,0,1011.696,2,6.4,0.0163476,0.0165473,0.8910385,33.821,9.759,17.369,11.088,1.549,-1.155,-1.635,-5.453,134.361,0.594,69.163,-6.121,8.197,-0.474,3,0.064,2,74.11,0,0,50.037,0,0,0.0173067207357271
"303",0,0,4,2,0,9.878,680.791,18.299,116.639,428.474,117.38,1182.988,0,5.5,0.0824875,0,0.7945804,42.713,12.315,18.938,9.642,4.477,-6.099,-6.515,-6.899,775.916,-0.621,1652.943,-1.776,8.543,1.017,3,0.411,3,100,117.38,0,93.093,0,1,0.00553060222628156
"304",0,0,4,2,0,10.112,680.293,18.687,116.772,427.244,117.589,1181.425,0,5.5,0.0865571,0,0.7944627,42.638,12.291,18.966,9.633,4.465,-6.09,-6.515,-6.895,773.655,-0.622,1652.102,-1.783,8.534,1.011,3,0.407,3,100,117.589,0,92.931,0,1,0.00555288085064552
"305",1,0,3,0,-1,6.233,545.448,96.901,118.779,146.494,183.273,915.007,3,4,0.0424532,0.0127019,0.8356572,29.937,10.463,17.476,10.572,3.029,-4.834,-4.854,-4.89,740.49,-0.302,3608.17,-2.905,8.7,0.783,1,0.073,3,96.04,0,0,73.48,0,0,0.00603098869691829
"306",1,0,1,0,1,5.002,576.448,166.291,86.457,323.7,0,1015.457,1,4.5,0.024635,0.0078064,0.8475767,36.934,10.765,16.39,9.573,3.029,-3.781,-3.658,-6.268,374.051,0.099,189.068,-3.939,9.38,0.695,0,0.473,3,90.729,0,0,54.638,0,0,0.00583342578803651
"307",0,0,1,0,2,3.846,533.845,180.323,53.609,232.341,67.571,931.41,1,2.75,0.0158804,0.0051513,0.8639938,32.698,9.613,13.896,6.925,3.593,-3.919,-3.349,-5.567,766.344,0.589,962.632,-3.656,8.949,-0.009,5,0.582,3,100,0,0,27.544,0,0,0.00765963873779302
"308",0,0,1,0,2,4.768,534.021,181.731,51.057,233.668,67.566,933.379,1,2.75,0.0243558,0.0051496,0.8649249,32.789,9.627,14.038,6.917,3.625,-3.922,-3.349,-5.558,810.256,0.613,1022.316,-3.604,8.816,-0.096,5,0.588,3,100,0,0,26.683,0,0,0.0085656004770386
"309",0,0,1,0,2,3.759,533.067,180.194,52.363,232.052,68.458,929.735,1,2.75,0.0151959,0.0051588,0.864216,32.628,9.593,13.861,6.913,3.594,-3.909,-3.349,-5.562,787.479,0.602,1002.512,-3.634,8.767,-0.048,5,0.578,3,100,0,0,26.9,0,0,0.00824644132388161
"310",0,0,1,0,2,3.819,518.288,165.76,55.511,228.56,68.456,917.404,1,2.75,0.0159014,0.0053059,0.8809841,32.101,9.552,13.743,6.875,3.494,-3.644,-3.349,-5.274,735.164,0.593,930.704,-3.704,8.754,-0.004,5,0.548,3,100,0,0,27.164,0,0,0.0129217115351027
"311",0,0,1,0,2,4.277,535.604,182.985,50.264,234.767,67.588,929.607,1,2.75,0.0196769,0.0051344,0.8600441,32.649,9.572,13.906,6.923,3.606,-3.951,-3.349,-5.642,824.42,0.615,1041.941,-3.585,8.721,-0.049,5,0.576,3,100,0,0,25.879,0,0,0.0083693237937707
"312",0,0,12,1,0,3.248,701.315,373.84,79.99,117.597,129.889,1208.673,2,9.9,0.0087294,0.0199635,0.7824518,35.635,12.274,19.793,12.83,0.839,-3.574,-2.435,-4.532,109.108,-0.313,326.766,-3.49,9.314,0.274,2,-0.696,2,68.333,0,0,66.699,0,0,0.0332007303053963
"313",0,0,12,1,0,5.311,675.456,373.786,71.649,101.008,129.013,1184.593,2,9.9,0.0238082,0.0207278,0.8015812,34.513,11.819,19.611,12.598,0.751,-3.156,-2.435,-4.143,130.903,-0.188,393.487,-3.395,9.282,0.508,2,-0.732,2,69.232,0,0,66.397,0,0,0.108112437204971
"314",0,0,4,0,-1,5.94,605.674,273.126,138.191,162.865,31.492,1076.652,1,4,0.0327752,0.0066042,0.8387704,35.921,10.783,15.916,7.758,4.264,-5.345,-5.252,-3.11,122.754,-0.91,96.975,-3.109,8.631,0.889,4,0.444,3,89.304,0,0,92.002,0,0,0.00122270031082087
